word.cnt	speaker.ab	conv.id	gender	mixed
836	A	6215	F	N
612	B	6215	F	N
1685	A	6216	F	N
382	B	6216	F	N
1137	A	6217	F	N
758	B	6217	F	N
497	A	6218	F	N
1566	B	6218	F	N
889	A	6219	F	N
1106	B	6219	F	N
1184	A	6220	F	N
954	B	6220	F	N
851	A	6221	F	N
1043	B	6221	F	N
1034	A	6222	F	N
1042	B	6222	F	N
1119	A	6223	F	N
654	B	6223	F	N
960	A	6224	F	N
712	B	6224	F	N
486	A	6225	F	N
1613	B	6225	F	N
1026	A	6226	F	N
1025	B	6226	F	N
719	A	6227	F	N
968	B	6227	F	N
1464	A	6228	F	N
981	B	6228	F	N
694	A	6229	F	N
905	B	6229	F	N
349	A	6230	F	N
1315	B	6230	F	N
847	A	6231	F	N
665	B	6231	F	N
857	A	6232	F	N
1327	B	6232	F	N
824	A	6233	F	N
1223	B	6233	F	N
959	A	6234	F	N
783	B	6234	F	N
1000	A	6235	F	N
865	B	6235	F	N
843	A	6236	F	N
1176	B	6236	F	N
1255	A	6237	F	N
1137	B	6237	F	N
806	A	6238	F	N
1006	B	6238	F	N
882	A	6239	F	N
769	B	6239	F	N
742	A	6240	F	N
839	B	6240	F	N
645	A	6241	F	N
1257	B	6241	F	N
1048	A	6242	F	N
973	B	6242	F	N
1223	A	6243	F	N
1012	B	6243	F	N
622	A	6244	F	N
1100	B	6244	F	N
1031	A	6245	F	N
835	B	6245	F	N
1076	A	6246	F	N
818	B	6246	F	N
817	A	6247	F	N
734	B	6247	F	N
748	A	6248	F	N
911	B	6248	F	N
1036	A	6249	F	N
894	B	6249	F	N
1088	A	6250	F	N
774	B	6250	F	N
904	A	6251	F	N
887	B	6251	F	N
636	A	6252	F	N
1567	B	6252	F	N
1417	A	6253	F	N
924	B	6253	F	N
832	A	6254	F	N
1057	B	6254	F	N
886	A	6255	F	N
949	B	6255	F	N
1308	A	6256	F	N
640	B	6256	F	N
838	A	6257	F	N
1091	B	6257	F	N
1415	A	6258	F	N
329	B	6258	F	N
1105	A	6259	F	N
956	B	6259	F	N
959	A	6260	F	N
664	B	6260	F	N
515	A	6261	F	N
1350	B	6261	F	N
782	A	6262	F	N
1330	B	6262	F	N
1122	A	6263	F	N
711	B	6263	F	N
825	A	6264	F	N
1103	B	6264	F	N
1076	A	6265	F	N
1220	B	6265	F	N
1041	A	6266	F	N
1229	B	6266	F	N
924	A	6267	F	N
888	B	6267	F	N
618	A	6268	F	N
516	B	6268	F	N
858	A	6269	F	N
891	B	6269	F	N
1188	A	6270	F	N
565	B	6270	F	N
642	A	6271	F	N
1455	B	6271	F	N
950	A	6272	F	N
850	B	6272	F	N
1214	A	6273	F	N
878	B	6273	F	N
1168	A	6274	F	N
1062	B	6274	F	N
1088	A	6275	F	N
829	B	6275	F	N
585	A	6276	F	N
1226	B	6276	F	N
1071	A	6277	F	N
596	B	6277	F	N
853	A	6278	F	N
960	B	6278	F	N
357	A	6279	F	N
481	B	6279	F	N
756	A	6280	F	N
755	B	6280	F	N
696	A	6281	F	N
777	B	6281	F	N
1225	A	6282	F	N
1042	B	6282	F	N
1023	A	6283	F	N
757	B	6283	F	N
690	A	6284	F	N
1141	B	6284	F	N
378	A	6285	F	N
1338	B	6285	F	N
1238	A	6286	F	N
944	B	6286	F	N
1124	A	6287	F	N
534	B	6287	F	N
1243	A	6288	F	N
839	B	6288	F	N
605	A	6289	F	N
1438	B	6289	F	N
1175	A	6290	F	N
1046	B	6290	F	N
622	A	6291	F	N
1163	B	6291	F	N
964	A	6292	F	N
563	B	6292	F	N
620	A	6293	F	N
1183	B	6293	F	N
947	A	6294	F	Y
1085	B	6294	M	Y
722	A	6295	F	N
498	B	6295	F	N
432	A	6296	F	N
1339	B	6296	F	N
898	A	6297	F	N
694	B	6297	F	N
945	A	6298	F	N
915	B	6298	F	N
1054	A	6299	F	N
875	B	6299	F	N
941	A	6300	F	N
898	B	6300	F	N
778	A	6301	F	N
932	B	6301	F	N
664	A	6302	F	N
1279	B	6302	F	N
910	A	6303	F	N
963	B	6303	F	N
1082	A	6304	F	N
1067	B	6304	F	N
1150	A	6305	F	N
632	B	6305	F	N
1346	A	6306	F	N
688	B	6306	F	N
1326	A	6307	F	Y
455	B	6307	M	Y
1051	A	6308	F	N
955	B	6308	F	N
908	A	6309	F	N
957	B	6309	F	N
1531	A	6310	F	N
681	B	6310	F	N
598	A	6311	F	Y
1287	B	6311	M	Y
742	A	6312	F	N
785	B	6312	F	N
564	A	6313	F	N
1243	B	6313	F	N
914	A	6314	F	N
1038	B	6314	F	N
1463	A	6315	F	N
1047	B	6315	F	N
1299	A	6316	F	N
825	B	6316	F	N
1060	A	6317	F	N
1210	B	6317	F	N
1263	A	6318	F	N
733	B	6318	F	N
661	A	6319	F	N
1108	B	6319	F	N
672	A	6320	F	N
1420	B	6320	F	N
1219	A	6321	F	Y
806	B	6321	M	Y
1287	A	6322	F	N
908	B	6322	F	N
889	A	6323	F	Y
975	B	6323	M	Y
929	A	6324	F	N
1484	B	6324	F	N
1325	A	6325	F	N
831	B	6325	F	N
1152	A	6326	F	N
913	B	6326	F	N
1270	A	6327	F	N
928	B	6327	F	N
1083	A	6328	F	Y
1068	B	6328	M	Y
475	A	6329	F	Y
1312	B	6329	M	Y
870	A	6330	F	N
965	B	6330	F	N
1009	A	6331	F	N
1101	B	6331	F	N
695	A	6332	F	Y
1209	B	6332	M	Y
401	A	6333	F	N
1345	B	6333	F	N
1408	A	6334	F	Y
601	B	6334	M	Y
1096	A	6335	F	N
1007	B	6335	F	N
1045	A	6336	F	N
998	B	6336	F	N
790	A	6337	F	N
1030	B	6337	F	N
1058	A	6338	F	Y
563	B	6338	M	Y
1178	A	6339	F	N
935	B	6339	F	N
1162	A	6340	F	N
814	B	6340	F	N
813	A	6341	F	N
1144	B	6341	F	N
1182	A	6342	F	N
725	B	6342	F	N
818	A	6343	F	Y
1578	B	6343	M	Y
1098	A	6344	F	Y
1330	B	6344	M	Y
1400	A	6345	F	N
548	B	6345	F	N
1421	A	6346	F	N
672	B	6346	F	N
499	A	6347	F	Y
1556	B	6347	M	Y
971	A	6348	F	N
986	B	6348	F	N
433	A	6349	F	Y
1577	B	6349	M	Y
1083	A	6350	F	Y
1365	B	6350	M	Y
941	A	6351	F	N
910	B	6351	F	N
875	A	6352	F	N
1233	B	6352	F	N
763	A	6353	F	N
1205	B	6353	F	N
772	A	6354	F	N
746	B	6354	F	N
1011	A	6355	F	N
852	B	6355	F	N
829	A	6356	F	N
933	B	6356	F	N
576	A	6357	F	N
1467	B	6357	F	N
961	A	6358	F	N
1124	B	6358	F	N
1308	A	6359	F	N
655	B	6359	F	N
1184	A	6360	F	N
910	B	6360	F	N
851	A	6361	F	N
1380	B	6361	F	N
746	A	6362	F	N
1027	B	6362	F	N
990	A	6363	F	N
821	B	6363	F	N
723	A	6364	F	N
1313	B	6364	F	N
836	A	6365	F	N
867	B	6365	F	N
1074	A	6366	F	N
548	B	6366	F	N
1076	A	6367	F	N
682	B	6367	F	N
1694	A	6368	F	N
599	B	6368	F	N
912	A	6369	F	Y
923	B	6369	M	Y
759	A	6370	F	N
1008	B	6370	F	N
428	A	6371	F	Y
1555	B	6371	M	Y
968	A	6372	F	N
584	B	6372	F	N
813	A	6373	F	N
1048	B	6373	F	N
783	A	6374	F	Y
858	B	6374	M	Y
1622	A	6375	F	N
644	B	6375	F	N
741	A	6376	F	N
1367	B	6376	F	N
997	A	6377	F	N
1058	B	6377	F	N
828	A	6378	F	N
1116	B	6378	F	N
623	A	6379	F	N
1301	B	6379	F	N
988	A	6380	F	N
1128	B	6380	F	N
1585	A	6381	F	N
659	B	6381	F	N
1032	A	6382	F	N
980	B	6382	F	N
592	A	6383	F	Y
1090	B	6383	M	Y
611	A	6384	F	N
1319	B	6384	F	N
1275	A	6385	F	N
793	B	6385	F	N
794	A	6386	F	N
1193	B	6386	F	N
720	A	6387	F	N
1134	B	6387	F	N
925	A	6388	F	N
834	B	6388	F	N
904	A	6389	F	Y
874	B	6389	M	Y
674	A	6390	F	N
1176	B	6390	F	N
1159	A	6391	F	N
877	B	6391	F	N
693	A	6392	F	N
1028	B	6392	F	N
1004	A	6393	F	N
1100	B	6393	F	N
851	A	6394	F	N
957	B	6394	F	N
1479	A	6395	F	N
665	B	6395	F	N
1128	A	6396	F	N
841	B	6396	F	N
1134	A	6397	F	N
1028	B	6397	F	N
1042	A	6398	F	N
937	B	6398	F	N
997	A	6399	F	N
1016	B	6399	F	N
1289	A	6400	F	N
646	B	6400	F	N
1094	A	6401	F	N
898	B	6401	F	N
1021	A	6402	F	N
871	B	6402	F	N
761	A	6403	F	N
980	B	6403	F	N
482	A	6404	F	N
1699	B	6404	F	N
1121	A	6405	F	N
862	B	6405	F	N
956	A	6406	F	N
772	B	6406	F	N
1245	A	6407	F	N
602	B	6407	F	N
910	A	6408	F	N
1146	B	6408	F	N
444	A	6409	F	N
1581	B	6409	F	N
486	A	6410	F	N
1487	B	6410	F	N
1121	A	6411	F	N
986	B	6411	F	N
870	A	6412	F	N
1025	B	6412	F	N
344	A	6413	F	N
1000	B	6413	F	N
897	A	6414	F	Y
1024	B	6414	M	Y
924	A	6415	F	N
1019	B	6415	F	N
1296	A	6416	F	N
698	B	6416	F	N
1006	A	6417	F	Y
1462	B	6417	M	Y
676	A	6418	F	N
952	B	6418	F	N
1723	A	6419	F	Y
606	B	6419	M	Y
966	A	6420	F	N
875	B	6420	F	N
1524	A	6421	F	N
590	B	6421	F	N
477	A	6422	F	Y
1344	B	6422	M	Y
369	A	6423	F	Y
1218	B	6423	M	Y
343	A	6424	F	N
1474	B	6424	F	N
1122	A	6425	F	N
838	B	6425	F	N
816	A	6426	F	N
659	B	6426	F	N
1006	A	6427	F	N
807	B	6427	F	N
1326	A	6428	F	N
537	B	6428	F	N
735	A	6429	F	N
641	B	6429	F	N
1328	A	6430	F	N
805	B	6430	F	N
858	A	6431	F	N
869	B	6431	F	N
1385	A	6432	F	N
680	B	6432	F	N
1279	A	6433	F	N
995	B	6433	F	N
931	A	6434	F	N
880	B	6434	F	N
880	A	6435	F	N
1196	B	6435	F	N
718	A	6436	F	N
1160	B	6436	F	N
1164	A	6437	F	Y
547	B	6437	M	Y
771	A	6438	F	N
1198	B	6438	F	N
715	A	6439	F	Y
1200	B	6439	M	Y
1481	A	6440	F	Y
690	B	6440	M	Y
1238	A	6441	F	N
992	B	6441	F	N
1194	A	6442	F	N
968	B	6442	F	N
843	A	6443	F	N
1081	B	6443	F	N
1126	A	6444	F	N
959	B	6444	F	N
392	A	6445	F	Y
1305	B	6445	M	Y
880	A	6446	F	Y
790	B	6446	M	Y
797	A	6447	F	Y
1113	B	6447	M	Y
862	A	6448	F	N
746	B	6448	F	N
1279	A	6449	F	Y
532	B	6449	M	Y
663	A	6450	F	N
1163	B	6450	F	N
1250	A	6451	F	Y
1139	B	6451	M	Y
917	A	6452	F	N
717	B	6452	F	N
738	A	6453	F	N
976	B	6453	F	N
852	A	6454	F	N
850	B	6454	F	N
867	A	6455	F	N
568	B	6455	F	N
994	A	6456	F	N
930	B	6456	F	N
691	A	6457	F	N
1042	B	6457	F	N
1139	A	6458	F	N
665	B	6458	F	N
1084	A	6459	F	N
672	B	6459	F	N
532	A	6460	F	N
1201	B	6460	F	N
1085	A	6461	F	Y
748	B	6461	M	Y
